pkg_amount,create_date,status,price,edi,etc_class,firm,account_id,name_as,by_id,name,code,narcotic_class,purchase_standard,base_amount,modify_date,standard_unit
1,2016-11-22 10:51:56.675654+00:00,사용중,104,640000471,일반,씨제이헬스케어,1,바난건조시럽 2g/200mL,1,바난건조시럽50mg(역가)/5mL (200mL),SBNDX,0,통,0,2016-12-04 05:58:17.100208+00:00,BTL
500,2016-11-22 10:51:56.376170+00:00,사용중,103,647800630,일반,삼진제약,1,바메딘정,1,바메딘정(레바미피드),TBMD,0,500T,0,2016-12-04 05:58:16.805537+00:00,TAB
10,2016-11-22 10:51:56.677418+00:00,사용중,1870,645302371,일반,한림제약,1,바소프레신주,1,한림바소프레신주사액,7VPRSX,0,10A,0,2016-12-04 05:58:16.132680+00:00,AMP
60,2016-11-22 10:51:56.499865+00:00,사용중,112,676300010,일반,한국세르비에,1,바스티난엠알서방정,1,바스티난엠알서방정(트리메타지딘염산염),VSTM,0,60T,0,2016-12-04 05:58:17.003320+00:00,TAB
100,2016-11-22 10:51:55.845772+00:00,사용중,775,643501110,일반,한미약품,1,바이버정,1,바이버정(아시클로버),TVIV,0,100T,0,2016-12-04 05:58:16.040259+00:00,TAB
1,2016-11-22 10:51:56.452337+00:00,사용중,1195,643501121,일반,한미약품,1,바이버크림 5g,1,바이버크림(아시클로버) 5g,3VIVRX,0,5g,0,2016-12-04 05:58:16.939955+00:00,TUBE
100,2016-11-22 10:51:56.679150+00:00,사용중,188,648900330,일반,한국화이자,1,바이브라마이신-엔정 100mg,1,바이브라마이신-엔정100mg(독시사이클린일수화물),TVIBN,0,100T,0,2016-12-04 05:58:16.041745+00:00,TAB
5,2016-11-22 10:51:56.680448+00:00,사용중,90720,650700871,일반,한국아스트라제네카,1,바이에타펜주 5㎍,1,바이에타펜주5㎍(엑세나타이드),TBYET5X,0,5S,0,2016-12-04 05:58:16.970930+00:00,PEN
300,2016-11-22 10:51:56.213474+00:00,사용중,122,652104900,일반,한독,1,바클로펜정 10mg,1,한독바클로펜정10mg,A0230327,0,300T,0,2016-12-04 05:58:16.611137+00:00,PEN
10,2016-11-22 10:51:56.681761+00:00,사용중,0,655501730,백신,에스케이케미칼,1,박타프리필드시린지 0.5ml,1,박타프리필드시린지0.5ml(A형간염백신),,0,10S,0,2016-12-04 05:58:16.222320+00:00,SYR
10,2016-11-22 10:51:56.683052+00:00,사용중,0,655501740,백신,에스케이케미칼,1,박타프리필드시린지 1ml,1,박타프리필드시린지1ml(A형간염백신),9VAQTA,0,10S,0,2016-12-04 05:58:16.223775+00:00,SYR
1,2016-11-22 10:51:56.684227+00:00,사용중,1440,655600751,일반,한올바이오파마,1,박트로반연고 10g,1,박트로반연고(무피로신) 10g,3BACX,0,개,0,2016-12-04 05:58:17.053243+00:00,TUBE
10,2016-11-22 10:51:56.686748+00:00,사용중,9333,640002271,일반,씨제이헬스케어,1,반코마이신염산염주 500mg,1,씨제이반코마이신염산염주500mg,7VANC1X,0,10V,0,2016-12-04 05:58:16.258788+00:00,VIAL
1,2016-11-22 10:51:55.763431+00:00,사용중,15393,674900041,일반,한국메나리니,1,반코신 시피 정주 1g,1,반코신시피1g정주(반코마이신염산염),7VANCP,0,1 병,0,2016-12-04 05:58:15.912273+00:00,TAB
1,2016-11-22 10:51:56.688366+00:00,사용중,10077,674900051,일반,한국메나리니,1,반코신 시피 정주 500mg,1,반코신시피500mg정주(반코마이신염산염),7VANCP5,0,V,0,2016-12-04 05:58:17.145395+00:00,VIAL
30,2016-11-22 10:51:56.225663+00:00,사용중,3780,644301290,일반,한국유나이티드제약,1,반코진캡슐 250mg,1,반코진캡슐250mg(반코마이신염산염),VAN25,0,30C,0,2016-12-04 05:58:16.631257+00:00,CAP
10,2016-11-22 10:51:55.774981+00:00,사용중,16190,672900060,일반,대웅제약,1,반코키트주,1,반코키트주(반코마이신염산염),7VANCOK,0,1 키트,0,2016-12-04 05:58:15.926691+00:00,KIT
28,2016-11-22 10:51:56.689745+00:00,사용중,1128,644913590,일반,중외제약,1,발사포스정 10/160mg,1,발사포스정10/160mg,TVALSA10,0,28T,0,2016-12-04 05:58:16.521952+00:00,TAB
28,2016-11-22 10:51:56.690957+00:00,사용중,988,644913600,일반,중외제약,1,발사포스정 5/160mg,1,발사포스정5/160mg,TVSFC5,0,28T,0,2016-12-04 05:58:16.523480+00:00,TAB
28,2016-11-22 10:51:56.692720+00:00,사용중,805,644913610,일반,중외제약,1,발사포스정 5/80mg,1,발사포스정5/80mg,TVSFC,0,28T,0,2016-12-04 05:58:16.524916+00:00,TAB
42,2016-11-22 10:51:55.964328+00:00,사용중,1382,650000400,일반,글락소스미스클라인,1,발트렉스정 500mg,1,발트렉스정500mg(발라시클로비르염산염),TVAL500,0,42T,0,2016-12-04 05:58:16.738841+00:00,TAB
5,2016-11-22 10:51:56.694764+00:00,사용중,5747,644901001,일반,중외제약,1,베노훼럼주,1,베노훼럼주(수산화제이철수크로오스복염),7VF2,0,5A,0,2016-12-04 05:58:16.930816+00:00,AMP
90,2016-11-22 10:51:56.541825+00:00,사용중,229,641801640,일반,광동제약,1,베니톨정,1,베니톨정(미세정제플라보노이드분획물),TVNT5,0,90T,0,2016-12-04 05:58:17.046031+00:00,TAB
1,2016-11-22 10:51:56.418436+00:00,사용중,0,657400120,일반,퍼슨,1,베라카인스프레이,1,베라카인스프레이(리도카인),8BERA,0,50ml,0,2016-12-04 05:58:16.888929+00:00,BTL
1,2016-11-22 10:51:55.901181+00:00,사용중,960,644800931,일반,태극제약,1,베로아크림 10g,1,베로아크림 10g,3VLRX,0,10g/개,0,2016-12-04 05:58:16.179295+00:00,TUBE
500,2016-11-22 10:51:56.377202+00:00,사용중,0,642502020,일반,동아제약,1,베스자임정,1,베스자임정,TBEZM,0,500T,0,2016-12-04 05:58:16.806854+00:00,TAB
100,2016-11-22 10:51:56.696593+00:00,사용중,997,677200080,일반,한국아스텔라스제약,1,베시케어정 10mg,1,베시케어정10mg(솔리페나신숙신산염),TBESI10,0,100T,0,2016-12-04 05:58:16.043250+00:00,TAB
100,2016-11-22 10:51:55.846800+00:00,사용중,997,677200070,일반,한국아스텔라스제약,1,베시케어정 5mg,1,베시케어정5mg(솔리페나신숙신산염),TBESI5,0,100T,0,2016-12-04 05:58:16.044739+00:00,TAB
1,2016-11-22 10:51:55.899993+00:00,사용중,1440,668401982,일반,대웅,1,베아로반연고 10g,1,베아로반연고(무피로신) 10g,OBEAR,0,10g/TUBE,0,2016-12-04 05:58:16.187785+00:00,TUBE
1,2016-11-22 10:51:56.317944+00:00,사용중,64800,668401983,일반,대웅,1,베아로반연고 450g,1,베아로반연고(무피로신) (450g),OBEAR450,0,450 g/통,0,2016-12-04 05:58:16.740247+00:00,TUBE
100,2016-11-22 10:51:56.698753+00:00,사용중,108,640000520,일반,씨제이헬스케어,1,베이슨정 0.2mg,1,베이슨정0.2mg(보글리보스),TBS2,0,100T,0,2016-12-04 05:58:16.046144+00:00,TAB
100,2016-11-22 10:51:56.700151+00:00,사용중,134,640000530,일반,씨제이헬스케어,1,베이슨정 0.3mg,1,베이슨정0.3mg(보글리보스),TVES03,0,100T,0,2016-12-04 05:58:16.047629+00:00,TAB
10,2016-11-22 10:51:56.701710+00:00,사용중,960,658600441,일반,이연제약,1,베카론주 4mg,1,베카론주(브롬화베쿠로니움),7VCAX,0,10A,0,2016-12-04 05:58:16.134175+00:00,AMP
2000,2016-11-22 10:51:56.014358+00:00,사용중,31,651900600,일반,명인제약,1,벤즈트로핀메실레이트정1mg,1,명인벤즈트로핀메실레이트정1mg,TBENZ,0,1mg/2000T,0,2016-12-04 05:58:16.378331+00:00,TAB
20,2016-11-22 10:51:56.068995+00:00,사용중,176,650000452,일반,글락소스미스클라인,1,벤토린네뷸 2.5mg,1,벤토린네뷸2.5mg(살부타몰황산염),7VENX,0,20A,0,2016-12-04 05:58:16.439766+00:00,AMP
1,2016-11-22 10:51:56.067639+00:00,사용중,2914,650000471,일반,글락소스미스클라인,1,벤토린에보할러,1,벤토린에보할러(살부타몰황산염),3VTEX,0,200회/1통,0,2016-12-04 05:58:16.401683+00:00,BTL
20,2016-11-22 10:51:56.090786+00:00,사용중,2260,650000491,일반,글락소스미스클라인,1,벤토린흡입액 20mL,1,벤토린흡입액(살부타몰황산염) 20mL,3VTIHAX,0,20ml,0,2016-12-04 05:58:16.447059+00:00,BTL
500,2016-11-22 10:51:56.416044+00:00,사용중,19,641700560,일반,일양약품,1,보나링에이정,1,보나링에이정(디멘히드리네이트),TBNL,0,50mg/500T,0,2016-12-04 05:58:16.886017+00:00,TAB
1,2016-11-22 10:51:56.419597+00:00,사용중,4150,645400392,일반,제일약품,1,보스민액 50mL,1,보스민액(염산에피네프린액) 50mL,3BMSLX,0,50ml,0,2016-12-04 05:58:16.890419+00:00,BTL
1,2016-11-22 10:51:55.764625+00:00,사용중,207192,679400031,일반,한국엘러간,1,보톡스주 100unit,1,보톡스주100unit,7BTX1X,0,1 바이알,0,2016-12-04 05:58:15.913676+00:00,VIAL
1,2016-11-22 10:51:56.702922+00:00,사용중,0,694100010,일반,휴젤파마,1,보툴렉스주 100단위,1,보툴렉스주100단위(클로스트리디움보툴리눔독소A형),7BOTUL,0,V,0,2016-12-04 05:58:17.146808+00:00,VIAL
10,2016-11-22 10:51:55.885823+00:00,사용중,969,645300751,일반,한림제약,1,보트로파제주,1,보트로파제주사,7BTRPX,0,10A,0,2016-12-04 05:58:16.135606+00:00,AMP
1,2016-11-22 10:51:56.304673+00:00,사용중,54246,645000321,일반,한국로슈,1,본비바주,1,본비바주(이반드론산나트륨),7BVVAX,0,3ml/관,0,2016-12-04 05:58:16.723405+00:00,SYR
10,2016-11-22 10:51:55.886966+00:00,사용중,3628,644500401,일반,유유제약,1,본키주 1㎍,1,본키주1㎍(칼시트리올),7BONKX,0,10A,0,2016-12-04 05:58:16.136976+00:00,AMP
20,2016-11-22 10:51:56.339617+00:00,사용중,26068,650901710,일반,프레지니우스카비코리아,1,볼루라이트주 500mL,1,볼루라이트주6% 500mL(백),7VLL,0,500 ml/백,0,2016-12-04 05:58:16.766416+00:00,BAG
100,2016-11-22 10:51:56.458805+00:00,사용중,145,651900710,일반,명인제약,1,부스피론정 5mg,1,명인염산부스피론정5mg,BSPR,0,5mg/100T,0,2016-12-04 05:58:16.945823+00:00,TAB
50,2016-11-22 10:51:56.072486+00:00,사용중,1850,657802671,일반,하나제약,1,부피바카인헤비주 0.5%,1,하나염산부피바카인헤비주사0.5%,7BUPHX,0,20mg/50A,0,2016-12-04 05:58:16.444228+00:00,AMP
1,2016-11-22 10:51:56.550295+00:00,사용중,4941,645401191,일반,제일약품,1,브레비블록주 100mg,1,제일브레비블록주100mg(염산에스몰롤),7BV100X,0,V,0,2016-12-04 05:58:17.148233+00:00,VIAL
500,2016-11-22 10:51:56.378321+00:00,사용중,33,651900640,일반,명인제약,1,브로마제팜정 3mg,1,명인브로마제팜정3mg,TBRMZ,2,500T,0,2016-12-04 05:58:16.808169+00:00,TAB
10,2016-11-22 10:51:56.704147+00:00,사용중,0,655501750,일반,한국엠에스디(유),1,브리디온주 2ml,1,브리디온주2ml(슈가마덱스나트륨),7BRID,0,10V,0,2016-12-04 05:58:16.260205+00:00,VIAL
56,2016-11-22 10:51:56.430122+00:00,사용중,1198,650700790,일반,한국아스트라제네카,1,브릴린타정 90mg,1,브릴린타정90mg(티카그렐러),BRI90,0,56T,0,2016-12-04 05:58:16.922203+00:00,TAB
14,2016-11-22 10:51:56.705504+00:00,사용중,20496,648900350,일반,한국화이자,1,브이펜드정 200mg,1,브이펜드정200mg(보리코나졸),TVFE,0,14T,0,2016-12-04 05:58:16.346097+00:00,PEN
1,2016-11-22 10:51:56.706841+00:00,사용중,96984,648900371,일반,한국화이자,1,브이펜드주 200mg,1,브이펜드주사200mg(보리코나졸)(주사용),7VEFX,0,V,0,2016-12-04 05:58:17.149652+00:00,VIAL
30,2016-11-22 10:51:56.247643+00:00,사용중,4910,625900040,일반,유한양행,1,비리어드정,1,비리어드정(테노포비르디소프록실푸마르산염),TVI,0,30T,0,2016-12-04 05:58:16.655537+00:00,TAB
25,2016-11-22 10:51:56.708627+00:00,사용중,3031,653101951,일반,비씨월드제약,2,비씨모르핀황산염수화물주사 10mg/1mL,1,비씨모르핀황산염수화물주사 10mg/1mL,7MORX,1,10mg/1ml * 10AMP,0,2016-12-04 05:58:17.111492+00:00,AMP
25,2016-11-22 10:51:56.710240+00:00,사용중,6315,653102591,일반,비씨월드제약,2,비씨모르핀황산염수화물주사 30mg/2mL,1,비씨모르핀황산염수화물주사 30mg/2mL,7MOR15X,1,30mg/2ml * 10AMP,0,2016-12-04 05:58:17.112987+00:00,AMP
10,2016-11-22 10:51:56.712100+00:00,사용중,2021,653100841,일반,비씨월드제약,2,비씨모르핀황산염수화물주사 5mg/5mL,1,비씨모르핀황산염수화물주사 5mg/5mL,7MORPX,1,5mg/5ml * 10AMP,0,2016-12-04 05:58:17.114529+00:00,AMP
200,2016-11-22 10:51:56.066351+00:00,사용중,213,646802471,일반,건일제약,1,비오플250산,1,비오플250산,GBIOX,0,200포,0,2016-12-04 05:58:16.400302+00:00,포
30,2016-11-22 10:51:56.071283+00:00,사용중,581,645400480,일반,제일약품,1,비유피-4정 20mg,1,비유피-4정20mg(프로피베린염산염),TBUP4,0,20mg/30T,0,2016-12-04 05:58:16.442723+00:00,TAB
10,2016-12-01 06:00:02.255606+00:00,사용중,0,650100473,조영제,태준제약,1,비지센스주 270/100ml,2,비지센스주 270/100ml,,0,10병/1BOX,0,2016-12-04 05:58:16.109874+00:00,BTL
10,2016-12-01 06:00:11.925159+00:00,사용중,57000,650100482,조영제,태준제약,1,비지센스주 320/100ml,2,비지센스주 320/100ml,,0,10병/1BOX,0,2016-12-04 05:58:16.111364+00:00,BTL
10,2016-11-22 10:51:56.713568+00:00,사용중,0,670606710,일반,라이트팜텍,1,비타디본주,1,비타디본주(콜레칼시페롤),7VITDB,0,10A,0,2016-12-04 05:58:16.138410+00:00,AMP
50,2016-11-22 10:51:56.403466+00:00,사용중,236,645101681,일반,대한약품공업,1,비타민케이1주사액,1,비타민케이1주사액(피토나디온주사액),7K1AX,0,50A,0,2016-12-04 05:58:16.850957+00:00,AMP
1000,2016-11-22 10:51:56.714659+00:00,사용중,0,642100700,일반,유한양행,1,삐콤정,1,삐콤정,TBCOM,0,1000T,0,2016-12-04 05:58:15.946948+00:00,TAB
100,2016-11-22 10:51:56.716047+00:00,사용중,495,640000660,일반,씨제이헬스케어,1,사이톱신정,1,사이톱신정(시프로플록사신염산염),TCIPCIN,0,100T,0,2016-12-04 05:58:16.049121+00:00,TAB
50,2016-11-22 10:51:56.717277+00:00,사용중,3808,643301100,일반,종근당,1,사이폴엔연질캅셀100mg,1,사이폴엔연질캅셀100mg,CPN10,0,50C,0,2016-12-04 05:58:16.879234+00:00,CAP
1,2016-11-22 10:51:55.765662+00:00,사용중,307163,668101241,일반,대웅제약,1,산도스졸레드론산주 5mg/100mL,1,산도스졸레드론산주사액5mg/100mL,7ZLDXX,0,1 병,0,2016-12-04 05:58:15.915125+00:00,AMP
5,2016-11-22 10:51:55.749717+00:00,사용중,10511,653600521,일반,한국노바티스,1,산도스타틴주 0.1mg/mL,1,산도스타틴주사0.1mg/mL,7SANDOX,0,0.1mg/5A,0,2016-12-04 05:58:15.893043+00:00,AMP
1000,2016-11-22 10:51:55.790520+00:00,사용중,36,651200740,일반,삼천당제약,1,산화마그네슘정 250mg,1,삼천당산화마그네슘정250mg,TMAG,0,1000T,0,2016-12-04 05:58:15.948428+00:00,TAB
100,2016-11-22 10:51:56.718444+00:00,사용중,669,621100040,일반,한국에자이,1,살라겐정,1,살라겐정(필로카르핀염산염),TSLG,0,100T,0,2016-12-04 05:58:16.050595+00:00,TAB
1,2016-11-22 10:51:56.719799+00:00,사용중,15300,650200862,일반,안국약품,1,새로겐타크림 450g,1,새로겐타크림 (450g),,0,통,0,2016-12-04 05:58:17.101697+00:00,BTL
10,2016-11-22 10:51:56.720982+00:00,사용중,910,655400691,일반,일성신약,1,석시콜린주 50mg/mL 2mL,1,석시콜린주50mg/mL 2mL(앰플),7SUCCX,0,10A,0,2016-12-04 05:58:16.139792+00:00,AMP
100,2016-11-22 10:51:55.848076+00:00,사용중,210,642902790,일반,일동제약,1,세노바엘정,1,세노바엘정,TCNV,0,100T,0,2016-12-04 05:58:16.052047+00:00,TAB
5,2016-11-22 10:51:56.723366+00:00,사용중,12612,659700141,일반,삼오제약,1,세레브로리진주 10mL,1,세레브로리진주 10mL,7CRBROX,0,5A,0,2016-12-04 05:58:16.932377+00:00,AMP
1,2016-11-22 10:51:56.505808+00:00,사용중,32206,650000601,일반,글락소스미스클라인,1,세레타이드250 디스커스 60회,1,세레타이드250디스커스 60회,3ST25X,0,60회/1통,0,2016-12-04 05:58:16.982794+00:00,BTL
1,2016-11-22 10:51:56.507533+00:00,사용중,40945,650000621,일반,글락소스미스클라인,1,세레타이드500 디스커스 60회,1,세레타이드500디스커스 60회,3ST50X,0,60회/1통,0,2016-12-04 05:58:16.984285+00:00,BTL
10,2016-11-22 10:51:55.888107+00:00,사용중,1946,659600160,일반,제이텍바이오젠,1,세바트림주,1,세바트림주,7CBT,0,10A,0,2016-12-04 05:58:16.141267+00:00,AMP
6,2016-11-22 10:51:56.119187+00:00,사용중,99000,657801061,처치약품,하나제약,1,세보프란 흡입액,1,세보프란흡입액(세보플루란) 250mL,,0,250ml,0,2016-12-04 05:58:16.484095+00:00,BTL
1000,2016-11-22 10:51:56.724811+00:00,사용중,26,645700860,일반,삼아제약,1,세토펜정,1,세토펜정(아세트아미노펜),TSTP,0,1000T,0,2016-12-04 05:58:15.949823+00:00,TAB
1,2016-11-22 10:51:56.364990+00:00,사용중,17,645700891,일반,삼아제약,1,세토펜현탁액 500mL,1,세토펜현탁액(아세트아미노펜) (500mL),SSTPX,0,500ml,0,2016-12-04 05:58:16.792195+00:00,BTL
10,2016-11-22 10:51:56.004595+00:00,사용중,2396,647801211,일반,삼진제약,1,세트라졸주사 1g,1,세트라졸주사1g(세프테졸나트륨),XW-CFTZ1,0,1g/10V,0,2016-12-04 05:58:16.369028+00:00,VIAL
10,2016-11-22 10:51:56.155665+00:00,사용중,3707,647801221,일반,삼진제약,1,세트라졸주사 2g,1,세트라졸주사2g(세프테졸나트륨),XW-CFTZ2,0,2g/10V,0,2016-12-04 05:58:16.559178+00:00,VIAL
10,2016-11-22 10:51:56.349909+00:00,사용중,1628,647801231,일반,삼진제약,1,세트라졸주사 500mg,1,세트라졸주사500mg(세프테졸나트륨),XW-CFTZ05,0,500mg/10V,0,2016-12-04 05:58:16.776594+00:00,AMP
1,2016-11-22 10:51:55.908241+00:00,사용중,10990,679700101,일반,파마트로닉,1,세트락살플러스점이액 10mL,1,세트락살플러스점이액 10mL,OCTRX,0,10ml,0,2016-12-04 05:58:16.203257+00:00,BTL
10,2016-11-22 10:51:56.005696+00:00,사용중,985,643302781,일반,종근당,1,세파졸린주 1g,1,종근당세파졸린주1g(세파졸린나트륨),7CEFZX,0,1g/10V,0,2016-12-04 05:58:16.370443+00:00,VIAL
10,2016-11-22 10:51:55.931217+00:00,사용중,9111,640000881,일반,씨제이헬스케어,1,세파짐주 1g,1,세파짐주1g(세프타지딤수화물),7CEFAX,0,10V,0,2016-12-04 05:58:16.261647+00:00,VIAL
300,2016-11-22 10:51:56.194384+00:00,사용중,438,654000960,일반,아주약품,1,세파클러캡슐 250mg,1,아주세파클러캡슐250mg,C25CEFAC,0,300C,0,2016-12-04 05:58:16.592598+00:00,CAP
100,2016-11-22 10:51:55.849331+00:00,사용중,578,643501210,일반,한미약품,1,세포독심정,1,세포독심정,TCEFOD,0,100T,0,2016-12-04 05:58:16.053424+00:00,TAB
10,2016-11-22 10:51:56.726712+00:00,사용중,6022,643501220,일반,한미약품,1,세포박탐주 1g,1,세포박탐주1g,7CFB,0,10V,0,2016-12-04 05:58:16.263115+00:00,VIAL
10,2016-11-22 10:51:56.728226+00:00,사용중,0,643605000,일반,녹십자,1,세포배양 일본뇌염 주 0.4ml,1,녹십자세포배양일본뇌염백신주 0.7mL,,0,10V,0,2016-12-04 05:58:16.264468+00:00,VIAL
10,2016-11-22 10:51:56.730209+00:00,사용중,4009,640001831,일반,씨제이헬스케어,1,세포탁심나트륨주1g,1,씨제이세포탁심나트륨주1g,7CEPOX,0,10V,0,2016-12-04 05:58:16.265947+00:00,VIAL
10,2016-11-22 10:51:56.006705+00:00,사용중,4386,648502041,일반,신풍제약,1,세폭시틴나트륨주 1g,1,신풍세폭시틴나트륨주1g,7CEFOXIX,0,1g/10V,0,2016-12-04 05:58:16.371834+00:00,VIAL
10,2016-11-22 10:51:55.902448+00:00,사용중,7991,643503033,일반,한미약품,1,세프트리악손주사 1g (한미),1,트리악손주사1g(Type2),7CFTNX2,0,10kit,0,2016-12-04 05:58:16.195777+00:00,AMP
10,2016-11-22 10:51:56.154258+00:00,사용중,12958,643503617,일반,한미약품,1,세프트리악손주사 2g (한미),1,트리악손주사2g(Type2),7TRIAXX,0,2g/10kit,0,2016-12-04 05:58:16.557676+00:00,KIT
300,2016-11-22 10:51:55.907131+00:00,사용중,49,655400770,일반,일성신약,1,센시발정10mg,1,센시발정10mg,SSV,0,10mg/300T,0,2016-12-04 05:58:16.201867+00:00,TAB
100,2016-11-22 10:51:55.850928+00:00,사용중,521,648103540,일반,경동제약,1,셀렉카정 200mg,1,셀렉카정200mg(세레콕시브),TCLC,0,100T,0,2016-12-04 05:58:16.054901+00:00,TAB
10,2016-11-22 10:51:55.932480+00:00,사용중,2491,669801631,일반,구주제약,1,셉타졸주 1g,1,셉타졸주1g(세프테졸나트륨),7CEPTX,0,10V,0,2016-12-04 05:58:16.267306+00:00,VIAL
500,2016-11-22 10:51:56.379394+00:00,사용중,50,643900680,일반,삼일제약,1,셉트린정,1,셉트린정,TSEP,0,500T,0,2016-12-04 05:58:16.809642+00:00,TAB
12,2016-11-29 23:47:53.294397+00:00,사용중,0,699600023,처치약품,****,1,소다라임,2,소다라임,,0,12,0,2016-12-04 05:58:15.890029+00:00,EA
1000,2016-11-22 10:51:55.791706+00:00,사용중,16,647500350,일반,유한양행,1,소론도정,1,소론도정(프레드니솔론),TSLD,0,1000T,0,2016-12-04 05:58:15.951296+00:00,TAB
1,2016-11-22 10:51:56.292790+00:00,사용중,66405,651600421,일반,한화제약,1,소마토산주,1,소마토산주(초산소마토스타틴),7SOMATX,0,3mg/A,0,2016-12-04 05:58:16.713490+00:00,AMP
500,2016-11-22 10:51:56.341108+00:00,사용중,70,650300780,일반,진양제약,1,소부날캅셀 200mg,1,소부날캅셀200mg(소브레롤),7SO200,0,500C,0,2016-12-04 05:58:16.769221+00:00,CAP
50,2016-11-22 10:51:56.030654+00:00,사용중,565,654000481,일반,아주약품,1,소페낙주,1,소페낙주사(디클로페낙나트륨),7SFNCX,0,2 ml/50A,0,2016-12-04 05:58:16.394615+00:00,AMP
30,2016-11-22 10:51:56.732155+00:00,사용중,0,643501310,일반,한미약품,1,소하벤돌정,1,소하벤돌정(알리벤돌),TSOHB,0,30T,0,2016-12-04 05:58:16.656900+00:00,TAB
500,2016-11-22 10:51:56.733579+00:00,사용중,145,640000920,일반,씨제이헬스케어,1,솔레톤정,1,솔레톤정(잘토프로펜),SLT,0,500T,0,2016-12-04 05:58:16.811011+00:00,TAB
10,2016-11-22 10:51:55.759805+00:00,사용중,0,643601160,백신,녹십자,1,수두박스주,1,수두박스주,9SUDU,0,0.7ml/10V,0,2016-12-04 05:58:15.907984+00:00,VIAL
28,2016-11-22 10:51:56.734840+00:00,사용중,157076,648900490,일반,한국화이자,1,수텐캡슐 50mg,1,수텐캡슐50mg(수니티닙말산염),CSUT,0,28C,0,2016-12-04 05:58:16.502741+00:00,CAP
56,2016-11-22 10:51:56.736080+00:00,사용중,5154,658700650,일반,(유)한국비엠에스제약,1,순베프라캡슐100mg,1,순베프라캡슐100mg(아수나프레비르),CSVR,0,56T,0,2016-12-04 05:58:16.923619+00:00,CAP
500,2016-11-22 10:51:56.496227+00:00,사용중,23,643900710,일반,삼일제약,1,슈다페드정,1,슈다페드정,TSUDA,0,60mg/500T,0,2016-12-04 05:58:16.995976+00:00,TAB
10,2016-11-22 10:51:56.737219+00:00,사용중,0,645101840,영양수액,대한약품공업,1,슈프라민주,1,슈프라민주,ZSUPR,0,10병,0,2016-12-04 05:58:16.104173+00:00,BTL
20,2016-11-22 10:51:56.092980+00:00,사용중,280,641601641,일반,대웅제약,1,스멕타현탁액 20mL (포),1,스멕타현탁액 20mL(포),SSMTX,0,20ml/20P,0,2016-12-04 05:58:16.451529+00:00,포
1,2016-11-22 10:51:56.371342+00:00,사용중,14,641601645,일반,대웅제약,1,스멕타현탁액 500mL (통),1,스멕타현탁액 (500mL),SSMT1X,0,500ml/병,0,2016-12-04 05:58:16.799023+00:00,BTL
300,2016-11-22 10:51:55.969308+00:00,사용중,158,645400610,일반,제일약품,1,스타브론정,1,스타브론정(티아넵틴나트륨),STB,0,12.5mg/300T,0,2016-12-04 05:58:16.322867+00:00,TAB
30,2016-11-22 10:51:56.248787+00:00,사용중,26900,625900010,일반,길리어드사이언스코리아(유),1,스트리빌드정,1,스트리빌드정,TSTRB,0,30T,0,2016-12-04 05:58:16.658237+00:00,TAB
500,2016-11-22 10:51:56.497482+00:00,사용중,112,642502290,일반,동아에스티,1,스티렌정,1,스티렌정,TSTI,0,60mg/500T,0,2016-12-04 05:58:16.997423+00:00,TAB
30,2016-11-22 10:51:56.249934+00:00,사용중,323,652100650,일반,한독,1,스틸녹스CR정 12.5mg,1,스틸녹스CR정12.5mg,STN12.5,2,30T,0,2016-12-04 05:58:16.659533+00:00,TAB
30,2016-11-22 10:51:56.251136+00:00,사용중,321,652100660,일반,한독,1,스틸녹스CR정 6.25mg,1,스틸녹스CR정6.25mg,STN6.25,2,30T,0,2016-12-04 05:58:16.660817+00:00,TAB
300,2016-11-22 10:51:55.814587+00:00,사용중,81,643501350,일반,한미약품,1,스파부틴정,1,스파부틴정,TSPAB,0,100mg/300T,0,2016-12-04 05:58:15.993934+00:00,TAB
1,2016-11-22 10:51:56.510115+00:00,사용중,41125,653500861,일반,한국베링거인겔하임,1,스피리바레스피맷 60회,1,스피리바레스피맷 60회,TSPRIVX,0,60회/통,0,2016-12-04 05:58:16.985731+00:00,BTL
1,2016-11-22 10:51:56.227561+00:00,사용중,1496,653500530,일반,한국베링거인겔하임,1,스피리바흡입용캡슐 (리필캡슐팩),1,스피리바흡입용캡슐(리필캡슐팩),3SPI,0,30C,0,2016-12-04 05:58:16.632655+00:00,CAP
1,2016-11-22 10:51:56.231817+00:00,사용중,46266,653500521,일반,한국베링거인겔하임,1,스피리바흡입용캡슐 (핸디핼러콤비팩),1,스피리바흡입용캡슐(핸디핼러콤비팩),3SPICX,0,30C/팩,0,2016-12-04 05:58:16.638664+00:00,CAP
100,2016-11-22 10:51:56.461501+00:00,사용중,138,644902890,일반,중외제약,1,시그마트정 5mg,1,중외시그마트정5mg(니코란딜),TSMT,0,5mg/100T,0,2016-12-04 05:58:16.947241+00:00,TAB
10,2016-11-22 10:51:56.738418+00:00,사용중,25371,644901321,일반,중외제약,1,시그마트주 48mg,1,시그마트주48mg(니코란딜),7SGMX,0,10V,0,2016-12-04 05:58:16.268829+00:00,VIAL
1,2016-11-22 10:51:56.739599+00:00,사용중,933299,624900071,일반,한국애브비,1,시나지스주 100mg,1,시나지스주100mg(팔리비주맙),7RSV1X,0,V,0,2016-12-04 05:58:17.151169+00:00,VIAL
